DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1;Crm Cd 2;Crm Cd 3;Crm Cd 4;LOCATION;Cross Street;LAT;LON
201317212;09/18/2020 12:00:00 AM;09/18/2020 12:00:00 AM;1701;13;Newton;1321;1;330;BURGLARY FROM VEHICLE;1307 0344;51;F;O;101;STREET;;;IC;Invest Cont;330;;;;2200 S  MAIN                         ST;;340.283;-1.182.665
202108422;04/19/2020 12:00:00 AM;04/18/2020 12:00:00 AM;1600;21;Topanga;2145;1;310;BURGLARY;0344 0377 0321 0930 1420;53;M;X;203;OTHER BUSINESS;;;IC;Invest Cont;310;;;;6900    TOPANGA CANYON               BL;;341.923;-1.186.104
201320824;12/03/2020 0:00;11/23/2020 12:00:00 AM;1500;13;Newton;1313;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1822;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;740;;;;800 E  PICO                         BL;;340.313;-1.182.505
201804482;01/10/2020 0:00;01/10/2020 0:00;130;18;Southeast;1864;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);0562 1307 0329;62;F;B;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;745;;;;11800    BELHAVEN                     AV;;339.264;-118.255
201815412;08/11/2020 0:00;08/11/2020 0:00;1822;18;Southeast;1863;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0913 0603 0334 0319 0408 0416 0421 0446 0448 0400;43;F;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;230;;;;600 E  116TH                        PL;;339.283;-1.182.652
202115068;10/19/2020 12:00:00 AM;10/19/2020 12:00:00 AM;1900;21;Topanga;2133;2;624;BATTERY - SIMPLE ASSAULT;0555 0416;60;F;W;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;7200    CIRRUS                       WY;;342.009;-1.186.368
202014982;09/22/2020 12:00:00 AM;09/22/2020 12:00:00 AM;1026;20;Olympic;2015;1;310;BURGLARY;1822 0342 0344 0394 1606;0;X;X;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;310;;;;200 N  VERMONT                      AV;;340.745;-118.296
202111051;06/30/2020 12:00:00 AM;06/29/2020 12:00:00 AM;1530;21;Topanga;2175;1;210;ROBBERY;0344 0913 0345;47;F;W;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;210;;;;TOPANGA CANYON               BL;VENTURA                      BL;341.732;-1.186.152
202105619;02/05/2020 0:00;01/28/2020 12:00:00 AM;1715;21;Topanga;2175;1;330;BURGLARY FROM VEHICLE;344;33;M;O;108;PARKING LOT;;;IC;Invest Cont;330;;;;5800    TOPANGA CANYON               BL;;341.732;-1.186.152
202104351;01/08/2020 0:00;01/03/2020 0:00;1600;21;Topanga;2158;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 0394 0352;49;F;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;440;;;;21300    ERWIN                        ST;;341.829;-1.185.959
202009741;05/14/2020 12:00:00 AM;05/11/2020 0:00;1200;20;Olympic;2033;1;330;BURGLARY FROM VEHICLE;1607 0344 1822;39;F;W;707;GARAGE/CARPORT;;;IC;Invest Cont;330;;;;900 S  SERRANO                      AV;;340.559;-1.183.066
202005426;01/26/2020 12:00:00 AM;01/26/2020 12:00:00 AM;1630;20;Olympic;2062;2;662;BUNCO, GRAND THEFT;0701 0800;63;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;662;;;;MANHATTAN;PICO;340.472;-1.183.102
201813193;06/27/2020 12:00:00 AM;06/27/2020 12:00:00 AM;2200;18;Southeast;1804;2;888;TRESPASSING;1822 1275;30;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;888;;;;800 E  87TH                         ST;;339.593;-1.182.608
202009570;05/09/2020 0:00;05/08/2020 0:00;1900;20;Olympic;2039;2;624;BATTERY - SIMPLE ASSAULT;1309 0416 0446 0429 0202 0305;23;M;H;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;3RD                          ST;VERMONT                      AV;340.598;-1.182.865
201911999;07/08/2020 0:00;06/25/2020 12:00:00 AM;800;19;Mission;1917;1;440;THEFT PLAIN - PETTY ($950 & UNDER);394;32;F;H;119;PORCH, RESIDENTIAL;;;IC;Invest Cont;440;;;;14000    ASTORIA                      ST;;343.123;-1.184.379
201418133;10/02/2020 0:00;10/02/2020 0:00;1130;14;Pacific;1488;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1300;36;F;W;503;HOTEL;207;OTHER KNIFE;AO;Adult Other;740;;;;9200    AIRPORT                      BL;;339.522;-1.183.859
231818448;10/25/2023 12:00:00 AM;11/01/2020 0:00;1;18;Southeast;1802;1;821;SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH;0913 0602 0552 1258 0519;10;F;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;812;821;;;200 W  89TH                         ST;;339.555;-1.182.767
201409584;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1833;14;Pacific;1401;1;310;BURGLARY;0344 1608 1273;41;M;W;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;310;;;;2400    WELLESLEY                    AV;;340.272;-1.184.509
221209581;04/07/2022 0:00;01/01/2020 0:00;800;12;77th Street;1215;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);1258 0913 0602 0522 0556 0400;9;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;812;860;;;5500 S  VERMONT                      AV;;339.921;-118.298
201716219;12/12/2020 0:00;09/28/2020 12:00:00 AM;1300;17;Devonshire;1793;1;310;BURGLARY;0344 0397 1602;47;F;W;221;PUBLIC STORAGE;;;IC;Invest Cont;310;;;;19100    PARTHENIA                    ST;;342.282;-1.185.514
201413599;07/10/2020 0:00;07/10/2020 0:00;1945;14;Pacific;1434;1;310;BURGLARY;0344 0321 1609;47;F;A;501;SINGLE FAMILY DWELLING;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;310;;;;3600    COLONIAL                     AV;;34.008;-1.184.383
201715078;11/06/2020 0:00;11/06/2020 0:00;500;17;Devonshire;1761;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1300;40;F;B;101;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;740;;;;PLUMMER;JORDAN;342.427;-118.604
201914665;09/16/2020 12:00:00 AM;09/02/2020 0:00;1000;19;Mission;1915;1;440;THEFT PLAIN - PETTY ($950 & UNDER);394;32;F;H;121;YARD (RESIDENTIAL/BUSINESS);;;IC;Invest Cont;440;;;;HERRICK;POLK;343.049;-1.184.527
201917296;11/23/2020 12:00:00 AM;11/23/2020 12:00:00 AM;1052;19;Mission;1993;2;354;THEFT OF IDENTITY;922;32;F;H;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;8200 N  SEPULVEDA                    PL;;34.22;-1.184.662
220917870;12/31/2022 12:00:00 AM;03/16/2020 12:00:00 AM;1025;9;Van Nuys;929;2;354;THEFT OF IDENTITY;0100 0928 0344 1822;41;F;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;6500    WOODMAN                      AV;;341.887;-1.184.313
201413731;07/13/2020 12:00:00 AM;07/13/2020 12:00:00 AM;2028;14;Pacific;1431;2;624;BATTERY - SIMPLE ASSAULT;0400 2004 1218;31;M;B;102;SIDEWALK;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;WINDWARD;SPEEDWAY;339.871;-1.184.733
201410839;05/13/2020 12:00:00 AM;05/13/2020 12:00:00 AM;1730;14;Pacific;1406;1;210;ROBBERY;0342 0353 0302 0337 0324 0326 1309 1822 1420;0;X;X;301;GAS STATION;101;REVOLVER;IC;Invest Cont;210;;;;3400    MOTOR                        AV;;34.024;-118.409
202017933;12/02/2020 0:00;12/02/2020 0:00;2200;20;Olympic;2019;2;624;BATTERY - SIMPLE ASSAULT;0334 0447 0917 1822 2004;26;M;H;301;GAS STATION;500;UNKNOWN WEAPON/OTHER WEAPON;AO;Adult Other;624;;;;3600    BEVERLY                      BL;;340.753;-118.287
201700858;10/17/2020 12:00:00 AM;10/17/2020 12:00:00 AM;1015;17;Devonshire;1798;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1300 1307;30;M;A;108;PARKING LOT;;;IC;Invest Cont;740;;;;8700    WOODLEY                      AV;;342.284;-1.184.851
202116476;11/30/2020 12:00:00 AM;11/27/2020 12:00:00 AM;1200;21;Topanga;2187;2;354;THEFT OF IDENTITY;1822 0930;74;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;5000    ALHAMA                       DR;;341.596;-1.185.936
201404289;01/05/2020 0:00;01/05/2020 0:00;950;14;Pacific;1488;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;0416 2000 0419;30;F;B;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;9000    AIRPORT                      BL;;339.553;-1.183.857
201519127;12/28/2020 12:00:00 AM;12/26/2020 12:00:00 AM;1200;15;N Hollywood;1546;2;946;OTHER MISCELLANEOUS CRIME;321;45;F;X;101;STREET;;;IC;Invest Cont;946;;;;11500    HUSTON                       ST;;341.595;-1.183.815
201614526;11/06/2020 0:00;10/30/2020 12:00:00 AM;1500;16;Foothill;1613;2;624;BATTERY - SIMPLE ASSAULT;1202 0444 0356 0913;78;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;624;;;;12700    VAN NUYS                     BL;;342.756;-1.184.092
221017007;11/28/2022 12:00:00 AM;04/23/2020 12:00:00 AM;1;10;West Valley;1041;2;354;THEFT OF IDENTITY;1822;44;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;6000    DONNA                        AV;;341.787;-1.185.475
201911282;06/23/2020 12:00:00 AM;06/23/2020 12:00:00 AM;250;19;Mission;1981;1;330;BURGLARY FROM VEHICLE;1307 0344;44;F;H;108;PARKING LOT;;;IC;Invest Cont;330;;;;8700 N  SEPULVEDA                    BL;;342.267;-1.184.704
201712335;08/19/2020 12:00:00 AM;07/27/2020 12:00:00 AM;200;17;Devonshire;1761;2;625;OTHER ASSAULT;0913 0447 1810;33;M;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);500;UNKNOWN WEAPON/OTHER WEAPON;AO;Adult Other;625;;;;9700    TOPANGA CANYON               BL;;342.464;-118.607
210317171;10/09/2021 0:00;08/01/2020 0:00;1200;3;Southwest;394;2;354;THEFT OF IDENTITY;0100 1210 1822;42;F;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;354;;;;4200    ARLINGTON                    AV;;340.069;-1.183.182
201410024;04/24/2020 12:00:00 AM;04/20/2020 12:00:00 AM;1133;14;Pacific;1414;2;662;BUNCO, GRAND THEFT;0701 1210;0;X;X;203;OTHER BUSINESS;;;IC;Invest Cont;662;;;;600    ROSE                         AV;;339.992;-118.472
201410446;05/01/2020 0:00;05/01/2020 0:00;1335;14;Pacific;1483;2;354;THEFT OF IDENTITY;377;28;M;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;8600    LINCOLN                      BL;;339.568;-118.429
201609428;05/26/2020 12:00:00 AM;02/17/2020 12:00:00 AM;1400;16;Foothill;1601;2;812;CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER);0400 0408 1259 0913;14;M;B;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;627;812;;;12900    EUSTACE                      ST;;34.285;-1.184.135
201913792;08/25/2020 12:00:00 AM;08/25/2020 12:00:00 AM;845;19;Mission;1958;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD;1906;33;F;W;235;PHARMACY INSIDE STORE OR SUPERMARKET*;;;AO;Adult Other;956;;;;9700    WOODMAN                      AV;;342.464;-1.184.477
201501006;10/09/2020 0:00;10/09/2020 0:00;2045;15;N Hollywood;1502;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1910 1259 0408 0416 1822 1402;11;F;W;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;230;998;;;12600    SOLVANG                      ST;;342.105;-1.184.087
201416273;08/27/2020 12:00:00 AM;08/27/2020 12:00:00 AM;1530;14;Pacific;1431;1;440;THEFT PLAIN - PETTY ($950 & UNDER);344;55;M;B;102;SIDEWALK;;;IC;Invest Cont;440;;;;PACIFIC                      AV;MARKET                       ST;339.883;-1.184.727
201907874;03/20/2020 12:00:00 AM;03/19/2020 12:00:00 AM;2000;19;Mission;1904;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);0344 1606;24;F;H;101;STREET;;;IC;Invest Cont;420;;;;13900    ALDERGROVE                   ST;;343.265;-118.436
201413929;07/17/2020 12:00:00 AM;07/16/2020 12:00:00 AM;1530;14;Pacific;1467;1;520;VEHICLE - ATTEMPT STOLEN;0329 1300;47;F;H;101;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;520;;;;5800 W  77TH                         PL;;339.692;-1.183.838
201806387;02/09/2020 0:00;02/09/2020 0:00;1740;18;Southeast;1846;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1300 0416 0913 0858;18;F;B;108;PARKING LOT;311;HAMMER;AO;Adult Other;230;;;;1400 E  115TH                        ST;;339.304;-1.182.504
201909181;04/27/2020 12:00:00 AM;04/27/2020 12:00:00 AM;1430;19;Mission;1962;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1202 0329 0416 1822;63;M;H;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;230;;;;9100    SEPULVEDA                    BL;;342.355;-1.184.676
201915117;09/30/2020 12:00:00 AM;09/19/2020 12:00:00 AM;300;19;Mission;1977;1;510;VEHICLE - STOLEN;;0;;;104;DRIVEWAY;;;IC;Invest Cont;510;;;;13600    CHASE                        ST;;342.322;-118.428
201416301;08/28/2020 12:00:00 AM;08/28/2020 12:00:00 AM;1830;14;Pacific;1494;2;647;THROWING OBJECT AT MOVING VEHICLE;0447 1822 2004;40;M;W;101;STREET;306;ROCK/THROWN OBJECT;AA;Adult Arrest;647;;;;IMPERIAL                     HY;SEPULVEDA                    BL;339.311;-1.183.962
201406690;02/15/2020 12:00:00 AM;02/15/2020 12:00:00 AM;1430;14;Pacific;1431;1;210;ROBBERY;0400 0444;0;X;X;203;OTHER BUSINESS;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;210;;;;1100    ABBOT KINNEY                 BL;;339.918;-1.184.703
201414770;08/02/2020 0:00;08/02/2020 0:00;1500;14;Pacific;1444;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1822 0919 1309 0416 0448 0356;48;M;B;108;PARKING LOT;307;VEHICLE;AO;Adult Other;230;;;;4300    LINCOLN                      BL;;339.846;-1.184.428
201608141;04/14/2020 12:00:00 AM;03/12/2020 0:00;1200;16;Foothill;1681;2;627;CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT;0913 1601 0416 1257;4;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;627;;;;8400    LAUREL CANYON                BL;;342.231;-1.183.965
201915361;10/06/2020 0:00;10/05/2020 0:00;1630;19;Mission;1975;1;310;BURGLARY;1606 1202 0213;76;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;310;;;;14100    OSBORNE                      ST;;342.342;-1.184.436
201509183;04/25/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1245;15;N Hollywood;1599;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;1402 1822 0400 1310 1257;0;M;W;101;STREET;500;UNKNOWN WEAPON/OTHER WEAPON;IC;Invest Cont;230;998;;;3600    REGAL                        PL;;341.337;-1.183.632
201512781;07/18/2020 12:00:00 AM;07/18/2020 12:00:00 AM;400;15;N Hollywood;1519;1;310;BURGLARY;0314 0321 2004 1606 0344 1822;25;M;W;501;SINGLE FAMILY DWELLING;;;AA;Adult Arrest;310;;;;6400    CLEON                        AV;;341.867;-1.183.682
202005852;02/08/2020 0:00;02/08/2020 0:00;800;20;Olympic;2073;1;440;THEFT PLAIN - PETTY ($950 & UNDER);1202 0344 1822 2032;61;F;K;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;440;;;;2200    VENICE                       BL;;340.454;-1.183.072
202018555;12/18/2020 12:00:00 AM;12/18/2020 12:00:00 AM;1450;20;Olympic;2071;2;624;BATTERY - SIMPLE ASSAULT;0913 0361 0342 0444 0329;45;M;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;1300 S  WILTON                       PL;;340.453;-1.183.145
201614778;11/16/2020 12:00:00 AM;11/16/2020 12:00:00 AM;200;16;Foothill;1687;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0400 0411 0913 0561 0408 1402;52;F;H;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);201;KNIFE WITH BLADE OVER 6 INCHES IN LENGTH;AA;Adult Arrest;230;998;;;11100    LORNE                        ST;;342.175;-1.183.718
201709471;05/26/2020 12:00:00 AM;05/26/2020 12:00:00 AM;1300;17;Devonshire;1795;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;17900    SCHOENBORN                   ST;;342.219;-118.523
201518473;12/08/2020 0:00;12/08/2020 0:00;2100;15;N Hollywood;1527;2;624;BATTERY - SIMPLE ASSAULT;0400 0416 0446;42;F;B;404;DEPARTMENT STORE;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;11000    VICTORY                      BL;;341.867;-1.183.706
202110408;06/11/2020 0:00;06/11/2020 0:00;1830;21;Topanga;2105;2;624;BATTERY - SIMPLE ASSAULT;1259 1206 0416 2033 2029 2024;16;M;H;108;PARKING LOT;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;624;;;;8300    TOPANGA CANYON               BL;;342.197;-118.606
211704328;01/11/2021 0:00;12/31/2020 12:00:00 AM;1000;17;Devonshire;1788;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;8800    BALBOA                       BL;;342.322;-1.185.113
202007697;03/18/2020 12:00:00 AM;03/18/2020 12:00:00 AM;1325;20;Olympic;2071;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0913 0444 0401;29;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;626;;;;15TH                         ST;WESTERN                      AV;340.454;-118.309
201405610;01/28/2020 12:00:00 AM;01/27/2020 12:00:00 AM;2200;14;Pacific;1452;2;745;VANDALISM - MISDEAMEANOR ($399 OR UNDER);329;0;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;745;;;;00    YAWL                         ST;;339.663;-1.184.562
201814299;07/20/2020 12:00:00 AM;07/20/2020 12:00:00 AM;1330;18;Southeast;1862;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);0329 1822 0444 1300;38;M;B;101;STREET;;;AO;Adult Other;740;;;;11400    LINK                         ST;;339.302;-1.182.724
201504378;01/08/2020 0:00;01/03/2020 0:00;1400;15;N Hollywood;1524;2;624;BATTERY - SIMPLE ASSAULT;0400 1300 0448 1310 1202 2021;83;F;B;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AO;Adult Other;624;;;;VICTORY                      BL;LAUREL CANYON                AV;341.867;-1.183.965
201409910;04/21/2020 12:00:00 AM;04/09/2020 0:00;1630;14;Pacific;1466;2;664;BUNCO, PETTY THEFT;344;30;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;664;;;;6600    KENTWOOD BLUFFS              DR;;339.783;-1.184.017
201512572;07/12/2020 0:00;06/24/2020 12:00:00 AM;2155;15;N Hollywood;1548;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);1300 0344;33;M;W;123;PARKING UNDERGROUND/BUILDING;;;IC;Invest Cont;331;;;;5200    BLAKESLEE                    AV;;341.649;-1.183.725
201405208;01/17/2020 12:00:00 AM;01/16/2020 12:00:00 AM;2015;14;Pacific;1494;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);1822 0358 0344 1300;43;F;W;102;SIDEWALK;;;IC;Invest Cont;420;;;;700    WORLD                        WY;;339.432;-1.184.013
211814345;07/28/2021 12:00:00 AM;12/20/2020 12:00:00 AM;2100;18;Southeast;1822;2;940;EXTORTION;1915 1912 0359 0372 0500 1814 1906 0400;22;F;H;505;MOTEL;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;940;;;;10300 S  BROADWAY;;339.428;-1.182.781
201406996;02/21/2020 12:00:00 AM;02/19/2020 12:00:00 AM;2359;14;Pacific;1427;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;101;STREET;;;IC;Invest Cont;420;;;;NATIONAL;SEPULVEDA;340.274;-1.184.286
201501142;12/25/2020 12:00:00 AM;12/24/2020 12:00:00 AM;1500;15;N Hollywood;1557;1;330;BURGLARY FROM VEHICLE;1302 1601 0344;28;M;H;707;GARAGE/CARPORT;;;IC;Invest Cont;330;998;;;10700    KLING                        ST;;341.557;-1.183.648
202109464;05/18/2020 12:00:00 AM;05/17/2020 12:00:00 AM;2230;21;Topanga;2129;2;626;INTIMATE PARTNER - SIMPLE ASSAULT;2000 0416 1814;27;F;H;501;SINGLE FAMILY DWELLING;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;626;;;;19700    SATICOY                      ST;;342.143;-1.185.666
201614893;11/18/2020 12:00:00 AM;11/18/2020 12:00:00 AM;2015;16;Foothill;1602;1;230;ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT;0913 0421 0443 0416 0446 0429 0603;37;M;H;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);AA;Adult Arrest;230;930;;;12400    FILMORE                      ST;;342.858;-1.184.024
201421581;12/10/2020 0:00;09/27/2020 12:00:00 AM;100;14;Pacific;1433;1;330;BURGLARY FROM VEHICLE;1300 1606 0344;53;F;W;101;STREET;;;IC;Invest Cont;330;;;;LOUELLA                      AV;VICTORIA                     AV;33.999;-1.184.504
201414434;07/27/2020 12:00:00 AM;07/14/2020 12:00:00 AM;1500;14;Pacific;1476;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER);;0;;;108;PARKING LOT;;;IC;Invest Cont;420;;;;8500 S  SEPULVEDA                    BL;;339.645;-1.184.006
211422362;12/02/2021 0:00;12/02/2020 0:00;1040;14;Pacific;1416;2;354;THEFT OF IDENTITY;1501;31;F;B;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;13100    LAKE                         ST;;340.081;-1.184.512
210604288;01/08/2021 0:00;08/22/2020 12:00:00 AM;1;6;Hollywood;643;1;121;RAPE, FORCIBLE;0400 2000 0500 0522 0527 1814 1817;23;F;W;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;121;;;;1700 N  FULLER                       AV;;341.016;-1.183.489
201709710;06/04/2020 0:00;06/03/2020 0:00;1400;17;Devonshire;1768;2;928;THREATENING PHONE CALLS/LETTERS;0443 1912 1202 0913 0554;63;M;B;501;SINGLE FAMILY DWELLING;500;UNKNOWN WEAPON/OTHER WEAPON;AO;Adult Other;928;;;;9800    SHOSHONE                     AV;;342.488;-1.185.181
201608500;04/27/2020 12:00:00 AM;04/12/2020 0:00;1500;16;Foothill;1659;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;FOOTHILL;LOWELL;342.404;-1.182.661
202112763;08/13/2020 12:00:00 AM;08/11/2020 0:00;2016;21;Topanga;2141;2;956;LETTERS, LEWD  -  TELEPHONE CALLS, LEWD;1814 2000 1906;26;F;O;501;SINGLE FAMILY DWELLING;;;AO;Adult Other;956;;;;24000    MOBILE                       ST;;34.187;-1.186.523
201917375;11/25/2020 12:00:00 AM;11/24/2020 12:00:00 AM;1625;19;Mission;1918;1;330;BURGLARY FROM VEHICLE;344;59;F;H;101;STREET;;;IC;Invest Cont;330;;;;13700    HUBBARD                      ST;;343.064;-1.184.315
201413403;07/07/2020 0:00;07/06/2020 0:00;1600;14;Pacific;1441;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;400 N  VENICE                       BL;;339.863;-118.468
211404067;12/31/2020 12:00:00 AM;12/30/2020 12:00:00 AM;1437;14;Pacific;1435;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;344;35;F;V;145;MAIL BOX;;;IC;Invest Cont;341;;;;11900    VENICE                       BL;;340.039;-1.184.334
210212253;07/20/2021 12:00:00 AM;12/01/2020 0:00;900;2;Rampart;221;2;649;DOCUMENT FORGERY / STOLEN FELONY;0344 0924 1817 0913;38;F;K;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont;649;;;;300 N  KENMORE                      AV;;340.763;-1.182.969
202106540;02/26/2020 12:00:00 AM;02/22/2020 12:00:00 AM;700;21;Topanga;2115;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;38;F;W;101;STREET;;;IC;Invest Cont;740;;;;21600    STRATHERN                    ST;;342.176;-1.186.017
201411036;05/17/2020 12:00:00 AM;05/16/2020 12:00:00 AM;2000;14;Pacific;1434;1;480;BIKE - STOLEN;344;31;M;W;707;GARAGE/CARPORT;223;UNKNOWN TYPE CUTTING INSTRUMENT;IC;Invest Cont;480;;;;12700    VENICE                       BL;;340.038;-1.184.423
202011202;06/21/2020 12:00:00 AM;06/21/2020 12:00:00 AM;1315;20;Olympic;2056;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;900 S  NEW HAMPSHIRE                AV;;34.05;-1.182.926
