DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
"201805731,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1330,18,Southeast,1822,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0416 0913,31,M,H,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,626,,,,10100 S  BROADWAY,,33.9447,-118.2784"
"202018701,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,0150,20,Olympic,2069,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1206,52,M,O,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,626,,,,2300 W  PICO                         BL,,34.0499,-118.2879"
202017008,11/10/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1700,20,Olympic,2029,1,310,BURGLARY,1402 1822 0344 0358 0329,0,X,X,724,TRADE SCHOOL (MEDICAL-TECHNICAL-BUSINESS)*,,,IC,Invest Cont,310,998,,,2900    WILSHIRE                     BL,,34.0652,-118.2878
"201508263,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1630,15,N Hollywood,1515,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0444,46,F,H,104,DRIVEWAY,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,6900    SIMPSON                      AV,,34.1958,-118.3889"
201311118,05/20/2020 12:00:00 AM,05/19/2020 12:00:00 AM,1830,13,Newton,1393,1,330,BURGLARY FROM VEHICLE,0344 0329,29,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,100 W  71ST                         ST,,33.9756,-118.2739
"201816741,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1740,18,Southeast,1824,1,648,ARSON,1822 0329 0342 0330,0,M,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,648,,,,102ND                        ST,MCKINLEY,33.944,-118.2609"
201604649,01/15/2020 12:00:00 AM,01/15/2020 12:00:00 AM,1700,16,Foothill,1687,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,50,M,W,101,STREET,,,IC,Invest Cont,440,,,,OLINDA,GOLDEN STATE,34.2178,-118.373
"202112082,07/28/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1400,21,Topanga,2183,2,901,VIOLATION OF RESTRAINING ORDER,2038,29,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,AO,Adult Other,901,,,,23100    AVENUE SAN LUIS,,34.1615,-118.6311"
201806232,02/09/2020 12:00:00 AM,02/08/2020 12:00:00 AM,1800,18,Southeast,1824,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,700 E  97TH                         ST,,33.9484,-118.263
"201711611,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2130,17,Devonshire,1752,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0400 1501 1821 0447 1609,46,M,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,626,,,,20800    LASSEN                       ST,,34.2536,-118.5913"
201411760,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,2100,14,Pacific,1453,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0321 0344 1300,50,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,,4000    TIVOLI                       AV,,33.9925,-118.4402
202116043,11/17/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1300,21,Topanga,2156,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
"201811570,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1610,18,Southeast,1801,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0562 0416 2004,53,F,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,624,,,,MANCHESTER                   AV,MAIN                         ST,33.9555,-118.2871"
"201913374,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1100,19,Mission,1984,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1300,24,F,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,8600    CEDROS                       AV,,34.2265,-118.4565"
"201317392,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,2100,13,Newton,1341,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",0329 1300 1307,40,F,H,122,""VEHICLE, PASSENGER/TRUCK"",,,IC,Invest Cont,740,,,,MARTIN LUTHER KING JR        BL,MAIN                         ST,34.0112,-118.274"
201509791,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,1530,15,N Hollywood,1525,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,11800    VICTORY                      BL,,34.1867,-118.3899
202011800,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,1800,20,Olympic,2021,1,330,BURGLARY FROM VEHICLE,1822 1609 1307 0358 0344 0352 1221,59,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,4600 W  3RD                          ST,,34.069,-118.3154
202114356,09/30/2020 12:00:00 AM,09/29/2020 12:00:00 AM,1730,21,Topanga,2157,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,6500    INDEPENDENCE                 AV,,34.1889,-118.5905
"201518230,12/02/2020 12:00:00 AM,11/17/2020 12:00:00 AM,0900,15,N Hollywood,1557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,25,M,A,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,440,,,,10800    MAGNOLIA                     BL,,34.1649,-118.3665"
"202018006,12/04/2020 12:00:00 AM,12/03/2020 12:00:00 AM,1800,20,Olympic,2026,1,350,""THEFT, PERSON"",0344 0346 0400,23,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,350,,,,3RD                          ST,CATALINA,34.0691,-118.2954"
"201313980,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,0150,13,Newton,1375,2,624,BATTERY - SIMPLE ASSAULT,0416 0429 1300 1309,24,M,H,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,624,,,,56TH,CENTRAL,33.9921,-118.2559"
"230110144,04/04/2023 12:00:00 AM,07/03/2020 12:00:00 AM,0900,01,Central,0182,2,354,THEFT OF IDENTITY,0930 0929,25,M,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,1100 S  GRAND                        AV,,34.0415,-118.262"
"201315254,08/09/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1830,13,Newton,1343,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0408 0446 0419,19,F,H,108,PARKING LOT,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,4000 S  CENTRAL                      AV,,34.0114,-118.2624"
"201812631,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,0331,18,Southeast,1846,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1822 1300 0216 1100 0342 0302 0450 0858,19,M,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",102,HAND GUN,IC,Invest Cont,230,,,,11200    PARMELEE                     AV,,33.9326,-118.2502"
201420929,11/29/2020 12:00:00 AM,11/28/2020 12:00:00 AM,2100,14,Pacific,1473,1,330,BURGLARY FROM VEHICLE,1300 1609 0344,32,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,8200    ZITOLA                       TR,,33.9589,-118.4418
"201501007,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,2045,15,N Hollywood,1502,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0446 0429 1402 0416 0408 1822,35,F,B,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,230,998,,,12600    SOLVANG                      ST,,34.2105,-118.4087"
201513596,08/07/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2000,15,N Hollywood,1543,2,903,CONTEMPT OF COURT,2038,80,F,W,101,STREET,,,IC,Invest Cont,903,,,,5300    WILKINSON                    AV,,34.1667,-118.4042
201418530,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,0442,14,Pacific,1474,1,310,BURGLARY,0344 1607,24,M,W,707,GARAGE/CARPORT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,522,,,7900    ALTAVAN                      AV,,33.9663,-118.4212
201713253,09/15/2020 12:00:00 AM,09/14/2020 12:00:00 AM,1305,17,Devonshire,1776,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,16700    LABRADOR                     ST,,34.2493,-118.4965
201908696,04/13/2020 12:00:00 AM,04/12/2020 12:00:00 AM,0700,19,Mission,1902,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,14500    WILLOWGREEN                  LN,,34.3206,-118.4506
201716043,12/06/2020 12:00:00 AM,12/05/2020 12:00:00 AM,0600,17,Devonshire,1712,1,330,BURGLARY FROM VEHICLE,0344 1300 0321 0386,44,M,O,101,STREET,,,AO,Adult Other,330,,,,11600    PORTER VALLEY                DR,,34.2812,-118.5516
202116223,11/13/2020 12:00:00 AM,05/31/2020 12:00:00 AM,0255,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,0344 2032,42,F,B,101,STREET,,,IC,Invest Cont,330,,,,6700    DE SOTO                      AV,,34.1915,-118.5884
201818296,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,2200,18,Southeast,1839,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2300 E  108TH                        ST,,33.9371,-118.2307
"202100938,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,0500,21,Topanga,2138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1419 1407 1402 2000 0400 1813,40,M,B,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,236,998,,,20400    SHERMAN                      WY,,34.2011,-118.5794"
"201400766,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,0226,14,Pacific,1479,2,740,""VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"",1300 0329,48,M,B,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740,,,,8500    OSAGE                        AV,,33.9604,-118.3788"
"201421233,12/05/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1750,14,Pacific,1494,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0444,23,F,B,212,TRANSPORTATION FACILITY (AIRPORT),400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,500    WORLD WAY,,33.9427,-118.4052"
"201904941,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1535,19,Mission,1988,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1814 0416 0401,23,M,W,101,STREET,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,626,,,,WENTWORTH,CANTERBURY,34.2284,-118.4232"
"202115878,11/10/2020 12:00:00 AM,11/10/2020 12:00:00 AM,1300,21,Topanga,2158,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,H,717,HEALTH SPA/GYM,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,624,,,,DE SOTO,VICTORY,34.1884,-118.5884"
"201408953,03/28/2020 12:00:00 AM,03/23/2020 12:00:00 AM,0230,14,Pacific,1469,1,330,BURGLARY FROM VEHICLE,0344 1300,28,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,330,,,,6900    KITTYHAWK                    AV,,33.9754,-118.3722"
"202010333,05/27/2020 12:00:00 AM,05/13/2020 12:00:00 AM,0001,20,Olympic,2036,2,354,THEFT OF IDENTITY,0100 1822 0930 0922,27,F,C,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,354,,,,600 S  BERENDO                      ST,,34.0608,-118.2941"
202010419,06/01/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1500,20,Olympic,2015,1,330,BURGLARY FROM VEHICLE,1402 0344 1607 1822 2032,53,M,H,101,STREET,,,IC,Invest Cont,330,998,,,W  1ST,VERMONT                      AV,34.0728,-118.2917
201311628,05/31/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1100,13,Newton,1364,1,310,BURGLARY,0344,65,M,B,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,310,,,,4400    HOOPER                       AV,,33.9994,-118.2543
201411615,05/29/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2136,14,Pacific,1432,1,330,BURGLARY FROM VEHICLE,1300 0344,41,F,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,600    MILWOOD                      AV,,33.9909,-118.4646
202017562,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,0530,20,Olympic,2024,1,220,ATTEMPTED ROBBERY,1822 0344 0401 2004 0334 1402,52,M,O,717,HEALTH SPA/GYM,308,STICK,AA,Adult Arrest,220,998,,,3600 W  6TH                          ST,,34.0636,-118.3016
201316012,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,0615,13,Newton,1309,1,310,BURGLARY,1607 0344 0358,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,2300 E  WASHINGTON                   BL,,34.019,-118.2315
201708526,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1340,17,Devonshire,1785,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501 0329,46,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,18700    NORDHOFF                     ST,,34.2355,-118.5404
"201821470,12/01/2020 12:00:00 AM,11/29/2020 12:00:00 AM,2030,18,Southeast,1804,1,220,ATTEMPTED ROBBERY,0913 1810 0212 0355 0416 0429 0448 0419 0401,70,F,B,146,PATIO*,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,220,,,,800 E  87TH                         ST,,33.9593,-118.2608"
202007827,03/22/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1820,20,Olympic,2013,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1822 0432 0334 0371 0305 0319,0,X,X,102,SIDEWALK,207,OTHER KNIFE,IC,Invest Cont,760,,,,100 S  OXFORD                       AV,,34.0737,-118.3079
201713116,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,0130,17,Devonshire,1794,1,310,BURGLARY,0375 0344 1609 0315,0,X,X,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,310,,,,8500    RESEDA                       BL,,34.2246,-118.5361
"202005893,02/09/2020 12:00:00 AM,02/06/2020 12:00:00 AM,2000,20,Olympic,2069,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344 0352 1221 2032 1822,23,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,341,,,,1200 S  WESTMORELAND                 AV,,34.049,-118.2891"
201500883,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,0430,15,N Hollywood,1535,2,946,OTHER MISCELLANEOUS CRIME,,0,M,O,101,STREET,,,IC,Invest Cont,946,,,,LANKERSHIM,BURBANK,34.1722,-118.3793
"201711615,07/27/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1200,17,Devonshire,1756,1,341,""THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"",0344,43,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,10000    LOUISE                       AV,,34.2523,-118.5111"
201707807,03/29/2020 12:00:00 AM,03/28/2020 12:00:00 AM,1255,17,Devonshire,1716,1,310,BURGLARY,0344 1606 1275,0,X,X,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,12000    BRADFORD                     PL,,34.2891,-118.5037
"201311277,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1346,13,Newton,1362,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1402 0906 1822 0852,22,M,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,230,998,,,4900 S  SAN PEDRO                    ST,,33.9985,-118.2696"
201907628,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1530,19,Mission,1974,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,66,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,14500    NORDHOFF                     ST,,34.2354,-118.4481
202011768,07/05/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1030,20,Olympic,2033,2,624,BATTERY - SIMPLE ASSAULT,0416 0447 1822 0319,28,M,H,402,MARKET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,600 S  WESTERN                      AV,,34.0568,-118.3091
201416833,09/07/2020 12:00:00 AM,09/07/2020 12:00:00 AM,2200,14,Pacific,1487,1,761,BRANDISH WEAPON,1822 0421 0334,50,M,H,210,RESTAURANT/FAST FOOD,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,761,930,,,8600    LA TIJERA                    BL,,33.9596,-118.3917
"201908081,03/26/2020 12:00:00 AM,03/25/2020 12:00:00 AM,1200,19,Mission,1966,2,901,VIOLATION OF RESTRAINING ORDER,,25,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,AA,Adult Arrest,901,,,,9100    WAKEFIELD                    AV,,34.2354,-118.4481"
201815237,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,0840,18,Southeast,1821,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,CENTURY                      ST,FIGUEROA                     ST,33.9455,-118.2826
201917175,11/21/2020 12:00:00 AM,11/20/2020 12:00:00 AM,2200,19,Mission,1913,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12900    SAN FERNANDO                 RD,,34.3049,-118.4658
"202005694,02/05/2020 12:00:00 AM,02/03/2020 12:00:00 AM,0900,20,Olympic,2079,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1243 0444 0416 0429,29,F,B,119,""PORCH, RESIDENTIAL"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AO,Adult Other,626,,,,1300 S  VERMONT                      AV,,34.0468,-118.2916"
"201811840,05/28/2020 12:00:00 AM,05/28/2020 12:00:00 AM,1540,18,Southeast,1839,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0400 0416 0444 0446 1814,25,F,H,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,10800    WEIGAND                      AV,,33.937,-118.2302"
201913906,08/29/2020 12:00:00 AM,08/28/2020 12:00:00 AM,1600,19,Mission,1907,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,13200 W  LEACH                        ST,,34.3102,-118.4213
202117181,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,0230,21,Topanga,2107,2,946,OTHER MISCELLANEOUS CRIME,1309 1218 1202,63,M,W,101,STREET,,,AO,Adult Other,946,,,,DE SOTO,ROSCOE,34.2199,-118.5885
201418155,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,0030,14,Pacific,1407,2,888,TRESPASSING,1501,50,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,888,,,,10000    NATIONAL                     BL,,34.0291,-118.4036
"201806085,02/05/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1525,18,Southeast,1822,2,666,""BUNCO, ATTEMPT"",0701 0344 1822,25,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,666,,,,100 E  94TH                         ST,,33.9511,-118.2739"
"201614562,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2200,16,Foothill,1602,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",1309 0913 0554 0334 0302 0416,23,F,H,501,SINGLE FAMILY DWELLING,102,HAND GUN,AA,Adult Arrest,230,,,,12600    MONTFORD                     ST,,34.2832,-118.4102"
"201505552,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,1030,15,N Hollywood,1595,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,43,F,O,501,SINGLE FAMILY DWELLING,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",AA,Adult Arrest,930,,,,3900    CARPENTER                    AV,,34.1406,-118.3914"
"202112208,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2030,21,Topanga,2103,1,230,""ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"",0554 0431 0913,42,M,O,501,SINGLE FAMILY DWELLING,512,MACE/PEPPER SPRAY,AA,Adult Arrest,230,,,,8500    FARRALONE                    AV,,34.2248,-118.6111"
"202007485,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2320,20,Olympic,2073,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 0369 0416 0446 1243 1813 2000,23,F,H,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,626,,,,2800 W  15TH                         ST,,34.0454,-118.308"
201316890,09/13/2020 12:00:00 AM,09/12/2020 12:00:00 AM,0545,13,Newton,1322,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,600 E  ADAMS                        BL,,34.0223,-118.2629
202004688,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2000,20,Olympic,2053,1,330,BURGLARY FROM VEHICLE,1307 1609 0358 0344,31,M,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,900 S  OXFORD                       AV,,34.0532,-118.3074
202011537,06/29/2020 12:00:00 AM,06/28/2020 12:00:00 AM,2000,20,Olympic,2044,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,900 S  NORMANDIE                    AV,,34.0561,-118.302
"201804032,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1250,18,Southeast,1823,1,210,ROBBERY,1822 0344 0400 0342,50,M,B,102,SIDEWALK,400,""STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"",IC,Invest Cont,210,,,,CENTURY,AVALON                       BL,33.9456,-118.2652"
202110119,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,0800,21,Topanga,2177,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,20700    CLARK                        ST,,34.169,-118.5826
201905114,01/23/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1200,19,Mission,1956,2,354,THEFT OF IDENTITY,0923 0930 1822,45,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14900    SEPTO                        ST,,34.2509,-118.4565
201913385,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1900,19,Mission,1904,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14000    LAKESIDE                     ST,,34.3183,-118.4399
201516001,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,2045,15,N Hollywood,1535,2,903,CONTEMPT OF COURT,2038 1813,59,M,O,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,903,,,,5800    TROOST                       AV,,34.1758,-118.3866
202012309,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,1730,20,Olympic,2019,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 1310 1309 0432 1243,25,F,B,301,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,626,,,,3600    BEVERLY                      BL,,34.0753,-118.287
201820205,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,0010,18,Southeast,1871,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,14200 S  VERMONT                      AV,,33.9026,-118.2916
201609346,05/23/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1830,16,Foothill,1682,1,330,BURGLARY FROM VEHICLE,1202 0344,74,M,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,8800    OMELVENY                     AV,,34.2294,-118.3967
"201708762,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,0650,17,Devonshire,1709,1,310,BURGLARY,1606 0354 0330 0344 1402,25,F,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,310,998,,,15700    MIDWOOD                      DR,,34.2809,-118.4716"
220314085,07/22/2022 12:00:00 AM,05/12/2020 12:00:00 AM,1110,03,Southwest,0303,2,354,THEFT OF IDENTITY,0100,27,F,B,248,CELL PHONE STORE,,,IC,Invest Cont,354,,,,2500 S  SYCAMORE                     AV,,34.0335,-118.3537
202106147,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,0657,21,Topanga,2175,2,888,TRESPASSING,1501,43,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,888,,,,22700    LEONORA                      DR,,34.1678,-118.6211
"201418150,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1425,14,Pacific,1431,1,310,BURGLARY,0344 1606,24,M,W,502,""MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"",,,IC,Invest Cont,310,,,,00    20TH                         AV,,33.985,-118.4714"
202108432,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,0745,21,Topanga,2175,1,210,ROBBERY,0344 0334 1420 1822,35,M,X,301,GAS STATION,204,FOLDING KNIFE,IC,Invest Cont,210,,,,22400    VENTURA                      BL,,34.1688,-118.6145
